uvrh01_x,uvrh01_y,uvrh01_z,uvrh12_x,uvrh12_y,uvrh12_z,uvrh23_x,uvrh23_y,uvrh23_z,uvrh34_x,uvrh34_y,uvrh34_z,uvrh05_x,uvrh05_y,uvrh05_z,uvrh56_x,uvrh56_y,uvrh56_z,uvrh67_x,uvrh67_y,uvrh67_z,uvrh78_x,uvrh78_y,uvrh78_z,uvrh59_x,uvrh59_y,uvrh59_z,uvrh910_x,uvrh910_y,uvrh910_z,uvrh1011_x,uvrh1011_y,uvrh1011_z,uvrh1112_x,uvrh1112_y,uvrh1112_z,uvrh913_x,uvrh913_y,uvrh913_z,uvrh1314_x,uvrh1314_y,uvrh1314_z,uvrh1415_x,uvrh1415_y,uvrh1415_z,uvrh1516_x,uvrh1516_y,uvrh1516_z,uvrh1317_x,uvrh1317_y,uvrh1317_z,uvrh017_x,uvrh017_y,uvrh017_z,uvrh1718_x,uvrh1718_y,uvrh1718_z,uvrh1819_x,uvrh1819_y,uvrh1819_z,uvrh1920_x,uvrh1920_y,uvrh1920_z,answer
-0.4108796723989724,-0.8605096783064278,-0.3011660478046647,-0.21435914257879607,-0.9523155543166122,-0.21712955349175125,-0.24810525236076866,-0.944167641931985,-0.2167746472251635,-0.218973931034762,-0.9385765425741932,-0.2666917532595581,0.11901976281678739,-0.9860638461473673,-0.1162427949599326,0.16472392261106258,-0.9718418709391846,-0.16849156420738087,0.21095961757336976,-0.9515667350871877,-0.22364433466736341,0.2612321017968708,-0.9449745078972646,-0.19692884099367514,0.9142846463487456,0.4024145945128383,-0.046325798147651934,0.30537220692802164,-0.9489733863193599,-0.07872310520728092,0.3171867565366603,-0.9397294510268841,-0.1276758409036901,0.3224673444508453,-0.9346976782621262,-0.14951609282686149,0.600467154884564,0.7947449409148813,-0.08842892510394239,0.3456797402448717,-0.9320414461032354,-0.10864741105994141,0.3591007685451671,-0.9246575089096504,-0.12670883650034057,0.29990955790752805,-0.9437903750088922,-0.13897476431455377,0.311291907902469,0.9450066527102247,-0.10029842674667275,0.6452672661662645,-0.72981888922539,-0.22581971602172654,0.5626093739870007,-0.807080401922439,-0.17914217017405343,0.6901414720874592,-0.7202340088190108,-0.07048206187003694,0.7242492244548795,-0.6886513085266533,-0.0349633542589042,수화 데이터 녹화 테스트
-0.3291544471795022,-0.9137635390247809,-0.23810406265090067,-0.15577699211498824,-0.9793738675846899,-0.12868704759925595,-0.11265071432022196,-0.9829039256167302,-0.14563546810569583,-0.15070337430142083,-0.9708266984297216,-0.18650473074485813,0.09802798590492769,-0.9931772211664452,-0.06316265776169608,0.18609004195294238,-0.9702474787152816,-0.15488810907423284,0.2015759800544134,-0.9529261146646306,-0.22649270243271413,0.24949768728140195,-0.9474229874986592,-0.2003511587197522,0.8981272766773076,0.4376966461085757,-0.042297055139892896,0.28927622983551676,-0.9501288048727435,-0.11650972922138904,0.26164455902169226,-0.9445395248906355,-0.19846211390015134,0.2784877562629295,-0.9422482386613031,-0.18604522662866474,0.6632231172301379,0.7387353429056192,-0.1200216226921472,0.34837819825020816,-0.9270856484260839,-0.1383648490994959,0.2923621139956331,-0.934702994802465,-0.20212547045661353,0.2550906597225961,-0.9495365483130145,-0.1825078046005079,0.44115075204645676,0.8863346937101048,-0.14070118938609005,0.5780071072896583,-0.8009930372231192,-0.15594209900704914,0.5589062654547812,-0.8125928999365511,-0.16527723802174288,0.5425617873083529,-0.8246334263481848,-0.1600200584364919,0.4310383841499694,-0.8911694335779281,-0.14150248070538662,수화 데이터 녹화 테스트
-0.49534781597279537,-0.8353265617279971,-0.23845351010766055,-0.2205930354236899,-0.9678432148902015,-0.12090584813631598,-0.12152908519340566,-0.9824481877099042,-0.1415140979463836,-0.24258973457378308,-0.9486617538566967,-0.20295590025657703,0.02851002884762445,-0.9966539183135456,-0.07660382082744978,0.17306612658096132,-0.9669273796987329,-0.18734876092252434,0.1869451373620945,-0.948225764226198,-0.25674776663938154,0.2132820884373844,-0.9515261055525355,-0.22160510193543154,0.9214009723038976,0.3679826240375894,-0.12493613025799226,0.22307343184926745,-0.9637056646805449,-0.1466616373344425,0.2295410169236866,-0.9490975012068814,-0.21569620940687245,0.2537193536657616,-0.9488704037759869,-0.18780693920466277,0.637723146254366,0.74907764726875,-0.17942092156085493,0.2831797268462469,-0.9443739000850659,-0.16723390547794673,0.252404210345969,-0.9507088133880707,-0.1801245867333894,0.24451063021998384,-0.9580896456242534,-0.14926078740586518,0.41655120954009933,0.8916349565841455,-0.1774040417461485,0.4614372934239493,-0.8610925875365948,-0.21353027871267372,0.44709014171153577,-0.8698942775027843,-0.20831310845039946,0.4301933044105305,-0.8926038350926132,-0.13487814655572525,0.4192070358969924,-0.9025112350978469,-0.09868602523466341,수화 데이터 녹화 테스트
-0.49534781597279537,-0.8353265617279971,-0.23845351010766055,-0.2205930354236899,-0.9678432148902015,-0.12090584813631598,-0.12152908519340566,-0.9824481877099042,-0.1415140979463836,-0.24258973457378308,-0.9486617538566967,-0.20295590025657703,0.02851002884762445,-0.9966539183135456,-0.07660382082744978,0.17306612658096132,-0.9669273796987329,-0.18734876092252434,0.1869451373620945,-0.948225764226198,-0.25674776663938154,0.2132820884373844,-0.9515261055525355,-0.22160510193543154,0.9214009723038976,0.3679826240375894,-0.12493613025799226,0.22307343184926745,-0.9637056646805449,-0.1466616373344425,0.2295410169236866,-0.9490975012068814,-0.21569620940687245,0.2537193536657616,-0.9488704037759869,-0.18780693920466277,0.637723146254366,0.74907764726875,-0.17942092156085493,0.2831797268462469,-0.9443739000850659,-0.16723390547794673,0.252404210345969,-0.9507088133880707,-0.1801245867333894,0.24451063021998384,-0.9580896456242534,-0.14926078740586518,0.41655120954009933,0.8916349565841455,-0.1774040417461485,0.4614372934239493,-0.8610925875365948,-0.21353027871267372,0.44709014171153577,-0.8698942775027843,-0.20831310845039946,0.4301933044105305,-0.8926038350926132,-0.13487814655572525,0.4192070358969924,-0.9025112350978469,-0.09868602523466341,수화 데이터 녹화 테스트
-0.9214574963720582,-0.29351914667397655,-0.25448495616739064,-0.6393931512488275,-0.7606808309627919,-0.11198692576301336,-0.573503441313806,-0.8069374393610345,-0.1412295003130676,-0.7158835180720153,-0.669096333872364,-0.19955170896636426,-0.35883356866454963,-0.9322140575745557,-0.04706825745496514,-0.16091998934514568,-0.9750428508039842,-0.15295815154870798,-0.140102563711988,-0.9645978663378573,-0.2234328263657371,-0.12762613914682094,-0.9720675218799429,-0.1969677676998525,0.8422127316725629,-0.5197250454227363,-0.14340011077043882,-0.17575774791607654,-0.9778822094404064,-0.11338253175607822,-0.16105097141302133,-0.9714714788738189,-0.17408546849647613,-0.15166955928467185,-0.9765794214162792,-0.15260726867563945,0.9712506868660374,0.03934437736557553,-0.23478527047488676,-0.17893115573944426,-0.9750212695766936,-0.1315947011805546,-0.2144970033463307,-0.9669274121119313,-0.13799425807607885,-0.21872292083580588,-0.9687859007701972,-0.1166797427573922,0.8862439995455655,0.40213165643888665,-0.22991673309960903,0.07809943391156596,-0.9849890371228808,-0.15393854348548638,-0.03935499694916456,-0.9881071366112333,-0.14864545332125292,-0.09753201659111796,-0.9922151927969787,-0.0774371804918303,-0.1259894640004734,-0.9907520995491957,-0.050367967992900324,수화 데이터 녹화 테스트
-0.6675479141314933,-0.7313212059933318,-0.13981801029606666,-0.37003452056111175,-0.9285396411733553,-0.02980919929761203,-0.24820629586966622,-0.9672060320851686,-0.0539084982977955,-0.37503686477489623,-0.9227919441706208,-0.08833106946947973,-0.13057549397227416,-0.9913887698163573,0.009917028582508435,0.06607304243305034,-0.9916075139249484,-0.11112556587583165,0.11798552164043313,-0.9706945436269151,-0.20935978519326495,0.1387112302528441,-0.9731545667946299,-0.18365561175335432,0.9806974602334027,-0.0626323359723144,-0.1852287288257539,0.04548026681184717,-0.9965895473901722,-0.06885360820882715,0.09295113810219385,-0.9811058866310995,-0.1696800670182302,0.12851949568698126,-0.9789075615911537,-0.15881663983356947,0.8414472497709833,0.4726204031963842,-0.26190929791692336,0.052664875018435815,-0.9935417729716244,-0.10050450885255674,0.09359882099668491,-0.9884703915752873,-0.11901909799283829,0.08819884273767357,-0.9909062208866947,-0.1016160693383886,0.6359890898534467,0.7348490956883059,-0.23561554310669688,0.23853670279714448,-0.9657782611272293,-0.10184592163033422,0.119007155126405,-0.9866726603517962,-0.11097007859341583,0.18157835963386168,-0.9829765564746122,-0.02804262352187109,0.15540711930382373,-0.9877380083045714,-0.014908193056354952,수화 데이터 녹화 테스트
-0.7724278726317026,-0.6070283021557457,-0.18673998490836105,-0.4252978893444914,-0.9017404549907749,-0.07736832137348555,-0.27251999019175766,-0.9549791714926498,-0.11725031753089946,-0.42128526035844605,-0.8891069622850499,-0.1789065091632136,-0.18400006856903034,-0.98279047511372,-0.01633575196740821,-0.000856393909149377,-0.9909869381782207,-0.13395579475942007,0.05041856352447523,-0.9730624890627977,-0.22496079843172956,0.07754321837154783,-0.976602066877912,-0.2005877669609312,0.9424811149314559,-0.24068334677531344,-0.23195015538385452,-0.0020807403956156355,-0.9952815548606858,-0.09700668571547966,0.02731463784916911,-0.9860416925427565,-0.16424278104861953,0.06921603107817498,-0.9856150307290371,-0.15418220468907676,0.8694887668001533,0.3780122414133984,-0.31795601857799005,0.005777153638223733,-0.9940609761635455,-0.10867106406315989,-0.006554166963631099,-0.9924074468611872,-0.12281898187932089,0.013937870722036241,-0.9935588587172554,-0.11245679181001474,0.6836076549696753,0.6714937553587681,-0.28596627525119156,0.1629465866479997,-0.9755433454178881,-0.14752488302195202,0.14051073301016462,-0.9837139501721438,-0.11208745757515988,0.11794061201176972,-0.9910656369140759,-0.06228093902941977,0.11441418703855433,-0.9915926706795357,-0.06044310762140234,수화 데이터 녹화 테스트
-0.8565403078175345,-0.4676209781487576,-0.2183330526490262,-0.6140757509525322,-0.7816608061236638,-0.1091666444578551,-0.4810592007338074,-0.8640510372302457,-0.14831672343565028,-0.5731719686239338,-0.7958939009813157,-0.19500459677789073,-0.310315840875712,-0.9499352223785119,-0.03643010000380432,-0.12898399964763796,-0.9802097984774909,-0.15017282977827515,-0.0839309174956909,-0.9678409662715566,-0.2371486139425466,-0.07152372558962464,-0.9759489007656049,-0.20593226986605978,0.8819069598204621,-0.43471754051559824,-0.18237536617728578,-0.13715588114085125,-0.9839907967319992,-0.11379971975010375,-0.12413772156974191,-0.9775072981516253,-0.170497237935935,-0.11036002805868513,-0.9816543252315735,-0.1554845650250542,0.9469412473907575,0.16404887566701098,-0.2763878441292704,-0.13610074615089413,-0.9819680550084536,-0.13120718669373493,-0.17809532866728398,-0.9761841065752216,-0.1238815723860023,-0.1831162541296787,-0.9771796193881311,-0.10764956537758097,0.8286022318425691,0.49752926144020776,-0.2566767916977976,0.07265382526450606,-0.9854978444916207,-0.15334738399074122,0.03136447699634226,-0.9906941028360704,-0.13244419273256058,-0.015037227182716393,-0.9974110394530398,-0.07032140624206726,-0.03477119502989569,-0.9975887438151831,-0.06006381780604593,수화 데이터 녹화 테스트
-0.932859108658723,-0.24509358482361637,-0.2640132914660955,-0.7044011711944814,-0.6976353167921487,-0.13085852965764672,-0.5926036919777492,-0.787947805440873,-0.16720980878899797,-0.7672649089278214,-0.5849586838764836,-0.26292184710570154,-0.40269756088969777,-0.9133602095405695,-0.06006498215678668,-0.2159313533706611,-0.9644676160300236,-0.15223622519255334,-0.14817904621596675,-0.9646566451996024,-0.2179002687808689,-0.11906943466960072,-0.9748293811771526,-0.18849442252022044,0.7847346943492,-0.6009287054020149,-0.15190836220737122,-0.19832349169923297,-0.9738700803872727,-0.11065649175132608,-0.1533207054007982,-0.9741848023510484,-0.16570073072756877,-0.12910229351970515,-0.9805443216633838,-0.14786964212321152,0.9645504522068596,-0.08196961866340416,-0.25084538417861835,-0.18851167229718338,-0.9733428848094915,-0.130640644511792,-0.19827097308014394,-0.970374487276005,-0.138065113905299,-0.20170558360877477,-0.9719237198423156,-0.12115750223952186,0.9121371287624874,0.31994619134311536,-0.25620361624684385,0.012811877988510125,-0.9856998841875205,-0.16802259995344704,-0.003680582829782322,-0.9903182319267622,-0.13876690103726075,-0.03434580974364152,-0.9957305162952568,-0.08568024434742823,-0.057512925546023316,-0.9956706203194423,-0.07302245701039259,수화 데이터 녹화 테스트
-0.9425360845453289,-0.23106778836619338,-0.24131598892223596,-0.7373236676802709,-0.6646893044641644,-0.1205899565032632,-0.666400930546188,-0.7283095311841821,-0.1596089801779704,-0.8835624268263663,-0.3953853992483192,-0.2509737515397762,-0.43432401725237063,-0.8990384809290899,-0.05560987184373814,-0.27458974153923144,-0.9455600112319281,-0.17469040901118216,-0.2107169766328386,-0.949137474923449,-0.23395813611553457,-0.16169578305500376,-0.9669164727734657,-0.19729928641925923,0.7664720477344104,-0.6210612036628084,-0.16371799335052817,-0.26430301274500845,-0.9560635221715581,-0.12683240527099776,-0.21176443476262222,-0.9615834319100666,-0.1746800722627668,-0.18663447086036092,-0.9708523889019002,-0.15037690397845993,0.9537191279342456,-0.15606755232590228,-0.25702673814866767,-0.23815544061314034,-0.9606827770830927,-0.14272556856526386,-0.24606325245707755,-0.9609527896193497,-0.12658045628387682,-0.24185315936811413,-0.9641677381964979,-0.10903037157008548,0.9409431626258249,0.21920848020029343,-0.2580186173825215,-0.003918666428266129,-0.9859980613430387,-0.16671072875251122,-0.049955716535204905,-0.9882038171348055,-0.14476754534651046,-0.062055226389424144,-0.9961190718313061,-0.062417494436209774,-0.08662778258052646,-0.9949889515130231,-0.04992608188307892,수화 데이터 녹화 테스트
